,date,adType,category,placement,keywords,body,ageMean,clickPerDollar
1081,3/26/2013,Link Post,eCom,mobile,#Burlington Coat Factory,"Click """"Like"""" to see what's new in our stores for Spring!!",52,110.1839994
1082,3/26/2013,Link Post,High End,mobile,#Nordstrom,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,79.02028058
1083,3/26/2013,Link Post,Retailer,mobile,#Nordstrom,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,67.20443777
1084,3/26/2013,Link Post,High End,mobile,#Nordstrom,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,40.76600478
1085,3/26/2013,Link Post,High End,desktopfeed,#Nordstrom,"Click """"Like"""" to see what's new in our stores for Spring!!",52,54.4715435
1086,3/26/2013,Link Post,eCom,mobile,#Ann Taylor (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,76.38421547
1087,3/26/2013,Link Post,Retailer,mobile,#Ann Taylor (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,100.6198295
1088,3/26/2013,Link Post,eCom,desktopfeed,#Burlington Coat Factory,Check out a sneak peak of what's new in our stores!,27,20.72432581
1089,3/26/2013,Link Post,Cosmetics,desktopfeed,#Burlington Coat Factory,"Click """"Like"""" to become a fan of Retail Store X!",27,55.59857852
1090,3/26/2013,Link Post,Cosmetics,desktopfeed,#Burlington Coat Factory,Check out a sneak peak of what's new in our stores!,27,10.50811469
1091,3/26/2013,Link Post,Cosmetics,desktopfeed,#Fashion,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,30.05927149
1092,3/26/2013,Link Post,Cosmetics,desktopfeed,#Fashion,"Click """"Like"""" to see what's new in our stores for Spring!!",27,73.74980109
1093,3/26/2013,Link Post,Cosmetics,desktopfeed,#Old Navy,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,43.31919221
1094,3/26/2013,Link Post,High End,desktopfeed,#Old Navy,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,70.15322659
1095,3/26/2013,Link Post,High End,desktopfeed,#Old Navy,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,84.98160414
1096,3/26/2013,Link Post,General,mobile,#Banana Republic (clothing retailer),"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,57.06742088
1097,3/26/2013,Link Post,Cosmetics,mobile,#Banana Republic (clothing retailer),"Click """"Like"""" to become a fan of Retail Store X!",44.5,56.31415125
1098,3/26/2013,Link Post,Retailer,desktopfeed,#Banana Republic (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,32.58512528
1099,3/26/2013,Link Post,Department,mobile,#Kate Spade,Check out a sneak peak of what's new in our stores!,27,43.21028577
1100,3/26/2013,Link Post,Department,mobile,#Kate Spade,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,44.62276758
1101,3/26/2013,Link Post,Department,mobile,#Kate Spade,"Click """"Like"""" to see what's new in our stores for Spring!!",27,77.99521283
1102,3/26/2013,Link Post,Retailer,mobile,#Ann Taylor (clothing retailer),Check out a sneak peak of what's new in our stores!,44.5,84.8882261
1103,3/26/2013,Link Post,Department,mobile,#Ann Taylor (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,63.67840662
1104,3/26/2013,Link Post,Department,desktopfeed,#Gap (clothing retailer),"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,47.30654858
1105,3/26/2013,Link Post,Department,mobile,#Kmart,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,26.38750422
1106,3/26/2013,Link Post,Retailer,desktopfeed,#Macy's,Check out a sneak peak of what's new in our stores!,27,6.875
1107,3/26/2013,Link Post,General,desktopfeed,#Macy's,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,65.9099006
1108,3/26/2013,Link Post,Retailer,desktopfeed,#Macy's,"Click """"Like"""" to see what's new in our stores for Spring!!",27,44.26672359
1109,3/26/2013,Link Post,eCom,desktopfeed,#Urban Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,42.59340161
1110,3/26/2013,Link Post,High End,desktopfeed,#Urban Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",27,69.76171299
1111,3/26/2013,Link Post,High End,mobile,"#Amazon.com, #EBay","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,47.37342916
1112,3/26/2013,Link Post,Retailer,mobile,#Bebe stores,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,40.94634644
1113,3/26/2013,Link Post,High End,mobile,#Bebe stores,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,32.7761301
1114,3/26/2013,Link Post,High End,mobile,"#Amazon.com, #EBay",Check out a sneak peak of what's new in our stores!,44.5,35.09499123
1115,3/26/2013,Link Post,eCom,mobile,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",27,128.4666706
1116,3/26/2013,Link Post,Retailer,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,47.7181475
1117,3/26/2013,Link Post,eCom,desktopfeed,"#Amazon.com, #EBay",Check out a sneak peak of what's new in our stores!,52,29.51608449
1118,3/26/2013,Link Post,Cosmetics,mobile,"#Amazon.com, #EBay","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,99.20674689
1119,3/26/2013,Link Post,Cosmetics,desktopfeed,"#Amazon.com, #EBay","Click """"Like"""" to see what's new in our stores for Spring!!",52,68.58048425
1120,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kmart,Check out a sneak peak of what's new in our stores!,44.5,27.9699165
1121,3/26/2013,Link Post,Cosmetics,desktopfeed,#American Eagle Outfitters,Check out a sneak peak of what's new in our stores!,44.5,28.17719545
1122,3/26/2013,Link Post,High End,desktopfeed,#Nordstrom,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,45.28250187
1123,3/26/2013,Link Post,General,desktopfeed,#Nordstrom,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,54.79783273
1124,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kohl's,Check out a sneak peak of what's new in our stores!,34.5,20.59049384
1125,3/26/2013,Link Post,High End,mobile,#Kohl's,Check out a sneak peak of what's new in our stores!,34.5,54.37572158
1126,3/26/2013,Link Post,Retailer,desktopfeed,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",44.5,72.31349157
1127,3/26/2013,Link Post,Department,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,54.08635967
1128,3/26/2013,Link Post,Department,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,74.75243359
1129,3/26/2013,Link Post,Department,mobile,#Gap (clothing retailer),Check out a sneak peak of what's new in our stores!,27,49.49973096
1130,3/26/2013,Link Post,Retailer,mobile,#Gap (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",27,111.4118915
1131,3/26/2013,Link Post,Department,desktopfeed,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",27,52.3871017
1132,3/26/2013,Link Post,Department,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",27,77.6942033
1133,3/26/2013,Link Post,Department,desktopfeed,#Ann Taylor (clothing retailer),Check out a sneak peak of what's new in our stores!,27,16.03007296
1134,3/26/2013,Link Post,Retailer,desktopfeed,#Ann Taylor (clothing retailer),Check out a sneak peak of what's new in our stores!,27,28.03191116
1135,3/26/2013,Link Post,General,mobile,#Banana Republic (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,74.56781324
1136,3/26/2013,Link Post,Retailer,mobile,#Banana Republic (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,102.4315079
1137,3/26/2013,Link Post,High End,mobile,#Bebe stores,"Click """"Like"""" to see what's new in our stores for Spring!!",27,80.95432644
1138,3/26/2013,Link Post,High End,mobile,#Bebe stores,Check out a sneak peak of what's new in our stores!,27,19.91642721
1139,3/26/2013,Link Post,Retailer,mobile,#Talbots,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,44.35177977
1140,3/26/2013,Link Post,High End,mobile,#Talbots,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,93.92224161
1141,3/26/2013,Link Post,High End,desktopfeed,#Old Navy,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,23.3168683
1142,3/26/2013,Link Post,eCom,desktopfeed,#Old Navy,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,6.875
1143,3/26/2013,Link Post,eCom,desktopfeed,#Kohl's,Check out a sneak peak of what's new in our stores!,52,27.11922107
1144,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kohl's,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,74.16565579
1145,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kohl's,Check out a sneak peak of what's new in our stores!,52,17.91019583
1146,3/26/2013,Link Post,Cosmetics,mobile,#Macy's,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,48.02703387
1147,3/26/2013,Link Post,Cosmetics,desktopfeed,#Ann Taylor (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,22.52240427
1148,3/26/2013,Link Post,Cosmetics,desktopfeed,#Ann Taylor (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,85.53353147
1149,3/26/2013,Link Post,High End,mobile,#Sears,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,43.9015585
1150,3/26/2013,Link Post,High End,desktopfeed,#Sears,"Click """"Like"""" to become a fan of Retail Store X!",34.5,65.92441314
1151,3/26/2013,Link Post,General,mobile,#Sears,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,79.65745916
1152,3/26/2013,Link Post,Cosmetics,desktopfeed,#Old Navy,"Click """"Like"""" to see what's new in our stores for Spring!!",27,79.51669995
1153,3/26/2013,Link Post,High End,mobile,#Old Navy,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,35.44166796
1154,3/26/2013,Link Post,Retailer,desktopfeed,#Ann Taylor (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,25.85789188
1155,3/26/2013,Link Post,Department,mobile,#Ann Taylor (clothing retailer),"Click """"Like"""" to become a fan of Retail Store X!",34.5,90.17229691
1156,3/26/2013,Link Post,Department,mobile,#Ann Taylor (clothing retailer),Check out a sneak peak of what's new in our stores!,34.5,42.23615551
1157,3/26/2013,Link Post,Department,desktopfeed,#Macy's,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,41.85696339
1158,3/26/2013,Link Post,Retailer,desktopfeed,#Macy's,Check out a sneak peak of what's new in our stores!,34.5,41.6046391
1159,3/26/2013,Link Post,Department,desktopfeed,#Macy's,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,78.25871521
1160,3/26/2013,Link Post,Department,desktopfeed,#Macy's,"Click """"Like"""" to see what's new in our stores for Spring!!",52,77.68817697
1161,3/26/2013,Link Post,Department,desktopfeed,#Macy's,Check out a sneak peak of what's new in our stores!,52,41.75655421
1162,3/26/2013,Link Post,Retailer,mobile,#Urban Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,60.37833459
1163,3/26/2013,Link Post,Retailer,desktopfeed,#Urban Outfitters,Check out a sneak peak of what's new in our stores!,52,42.5782459
1164,3/26/2013,Link Post,General,desktopfeed,#Old Navy,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,28.22444512
1165,3/26/2013,Link Post,Retailer,desktopfeed,#Old Navy,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,51.31385381
1166,3/26/2013,Link Post,eCom,desktopfeed,#Old Navy,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,19.23741614
1167,3/26/2013,Link Post,High End,desktopfeed,#Burlington Coat Factory,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,20.13536263
1168,3/26/2013,Link Post,High End,desktopfeed,#Burlington Coat Factory,Check out a sneak peak of what's new in our stores!,52,28.27057305
1169,3/26/2013,Link Post,Retailer,desktopfeed,#Burlington Coat Factory,"Click """"Like"""" to see what's new in our stores for Spring!!",52,84.28497176
1170,3/26/2013,Link Post,High End,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,62.90209794
1171,3/26/2013,Link Post,High End,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,33.71456501
1172,3/26/2013,Link Post,eCom,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,56.89392002
1173,3/26/2013,Link Post,Retailer,mobile,#Kmart,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,86.5546812
1174,3/26/2013,Link Post,eCom,mobile,#Kmart,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,80.38953583
1175,3/26/2013,Link Post,Cosmetics,desktopfeed,#Talbots,Check out a sneak peak of what's new in our stores!,27,41.66501387
1176,3/26/2013,Link Post,Cosmetics,desktopfeed,#Talbots,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,19.83677122
1177,3/26/2013,Link Post,Cosmetics,mobile,#Old Navy,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,41.45048201
1178,3/26/2013,Link Post,Cosmetics,desktopfeed,#Zappos.com,"Click """"Like"""" to become a fan of Retail Store X!",27,88.84021577
1179,3/26/2013,Link Post,Cosmetics,desktopfeed,#Zappos.com,"Click """"Like"""" to become a fan of Retail Store X!",27,74.56014025
1180,3/26/2013,Link Post,High End,desktopfeed,#Zappos.com,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,6.875
1181,3/26/2013,Link Post,High End,desktopfeed,#Banana Republic (clothing retailer),Check out a sneak peak of what's new in our stores!,27,24.99004614
1182,3/26/2013,Link Post,General,desktopfeed,#Banana Republic (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",27,42.12653972
1183,3/26/2013,Link Post,Cosmetics,desktopfeed,#Banana Republic (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,67.60804857
1184,3/26/2013,Link Post,High End,mobile,#Old Navy,"Click """"Like"""" to see what's new in our stores for Spring!!",52,101.2032719
1185,3/26/2013,Link Post,Retailer,desktopfeed,#Sears,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,61.13137068
1186,3/26/2013,Link Post,Department,desktopfeed,#Sears,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,39.98013341
1187,3/26/2013,Link Post,Department,desktopfeed,#Sears,"Click """"Like"""" to see what's new in our stores for Spring!!",52,83.1731726
1188,3/26/2013,Link Post,Department,desktopfeed,#Anthropologie,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,15.62969292
1189,3/26/2013,Link Post,Retailer,desktopfeed,#Anthropologie,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,19.27366997
1190,3/26/2013,Link Post,Department,desktopfeed,#Anthropologie,"Click """"Like"""" to see what's new in our stores for Spring!!",27,50.83666858
1191,3/26/2013,Link Post,Department,desktopfeed,#Burlington Coat Factory,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,48.04706043
1192,3/26/2013,Link Post,Department,desktopfeed,#Burlington Coat Factory,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,15.80432072
1193,3/26/2013,Link Post,Retailer,desktopfeed,#Burlington Coat Factory,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,25.26502469
1194,3/26/2013,Link Post,General,desktopfeed,#Anthropologie,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,77.43701431
1195,3/26/2013,Link Post,eCom,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,116.3000391
1196,3/26/2013,Link Post,High End,mobile,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,65.96080203
1197,3/26/2013,Link Post,High End,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",52,65.98422061
1198,3/26/2013,Link Post,Retailer,mobile,#Kate Spade,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,55.97058682
1199,3/26/2013,Link Post,High End,mobile,#Kate Spade,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,96.11581193
1200,3/26/2013,Link Post,High End,mobile,"#Amazon.com, #EBay","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,26.73828728
1201,3/26/2013,Link Post,eCom,mobile,#Kate Spade,Check out a sneak peak of what's new in our stores!,44.5,89.66156849
1202,3/26/2013,Link Post,Retailer,mobile,#Kate Spade,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,59.91326139
1203,3/26/2013,Link Post,eCom,mobile,#Kate Spade,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,94.52842327
1204,3/26/2013,Link Post,Cosmetics,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,26.84509822
1205,3/26/2013,Link Post,Cosmetics,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,32.49206329
1206,3/26/2013,Link Post,Cosmetics,desktopfeed,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,61.47892975
1207,3/26/2013,Link Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,31.35929712
1208,3/26/2013,Link Post,High End,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,56.19588777
1209,3/26/2013,Link Post,High End,desktopfeed,#Fashion,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,54.96933998
1210,3/26/2013,Link Post,General,desktopfeed,#Fashion,Check out a sneak peak of what's new in our stores!,34.5,29.39009184
1211,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kohl's,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,75.0751948
1212,3/26/2013,Link Post,High End,desktopfeed,#Kohl's,Check out a sneak peak of what's new in our stores!,44.5,6.875
1213,3/26/2013,Link Post,Retailer,desktopfeed,#Kohl's,Check out a sneak peak of what's new in our stores!,44.5,13.00293577
1214,3/26/2013,Link Post,Department,mobile,#Urban Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,92.27792298
1215,3/26/2013,Link Post,Department,desktopfeed,#Urban Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,45.09284812
1216,3/26/2013,Link Post,Department,mobile,#Urban Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,97.71372365
1217,3/26/2013,Link Post,Department,desktopfeed,"#Amazon.com, #EBay","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,24.44904798
1218,3/26/2013,Link Post,Department,desktopfeed,"#Amazon.com, #EBay","Click """"Like"""" to see what's new in our stores for Spring!!",27,59.60675951
1219,3/26/2013,Link Post,Retailer,desktopfeed,"#Amazon.com, #EBay","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,45.60268481
1220,3/26/2013,Link Post,Retailer,mobile,#Banana Republic (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,80.97991404
1221,3/26/2013,Link Post,General,mobile,#Banana Republic (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,89.37024439
1222,3/26/2013,Link Post,High End,desktopfeed,"#Amazon.com, #EBay",Check out a sneak peak of what's new in our stores!,52,39.26399138
1223,3/26/2013,Link Post,High End,desktopfeed,"#Amazon.com, #EBay","What's your favorite Spring fashion trend? """"Like"""" us and share!",52,9.890250688
1224,3/26/2013,Link Post,Retailer,mobile,#Zappos.com,"Click """"Like"""" to become a fan of Retail Store X!",52,109.5990425
1225,3/26/2013,Link Post,High End,desktopfeed,#Talbots,"Click """"Like"""" to see what's new in our stores for Spring!!",52,76.64596816
1226,3/26/2013,Link Post,High End,desktopfeed,#Talbots,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,6.875
1227,3/26/2013,Link Post,eCom,desktopfeed,#Talbots,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,63.94569575
1228,3/26/2013,Link Post,Retailer,desktopfeed,#Gap (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,33.13271348
1229,3/26/2013,Link Post,eCom,desktopfeed,#Gap (clothing retailer),"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,27.41063958
1230,3/26/2013,Link Post,Cosmetics,desktopfeed,#Dillard's,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,60.47184796
1231,3/26/2013,Link Post,Cosmetics,desktopfeed,#Dillard's,Check out a sneak peak of what's new in our stores!,52,36.94271592
1232,3/26/2013,Link Post,Cosmetics,mobile,#Kohl's,"Click """"Like"""" to become a fan of Retail Store X!",27,88.05969021
1233,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kohl's,"Click """"Like"""" to become a fan of Retail Store X!",27,88.36253958
1234,3/26/2013,Link Post,Cosmetics,mobile,#Kohl's,"Click """"Like"""" to see what's new in our stores for Spring!!",27,77.0107232
1235,3/26/2013,Link Post,High End,mobile,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,84.32042654
1236,3/26/2013,Link Post,High End,mobile,#American Eagle Outfitters,Check out a sneak peak of what's new in our stores!,44.5,33.70367997
1237,3/26/2013,Link Post,Cosmetics,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,73.97959172
1238,3/26/2013,Link Post,High End,desktopfeed,#Gap (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,55.26228486
1239,3/26/2013,Link Post,Retailer,desktopfeed,#Gap (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,40.22336428
1240,3/26/2013,Link Post,Department,mobile,#Talbots,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,60.43043955
1241,3/26/2013,Link Post,Department,mobile,#Talbots,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,37.8331383
1242,3/26/2013,Link Post,Department,desktopfeed,#Fashion,"Click """"Like"""" to see what's new in our stores for Spring!!",52,63.56985074
1243,3/26/2013,Link Post,Retailer,desktopfeed,#Fashion,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,41.50495177
1244,3/26/2013,Link Post,Department,desktopfeed,#Fashion,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,89.10048089
1245,3/26/2013,Link Post,Department,mobile,#Macy's,"Click """"Like"""" to see what's new in our stores for Spring!!",52,106.0355739
1246,3/26/2013,Link Post,Department,mobile,#Macy's,Check out a sneak peak of what's new in our stores!,52,58.41294434
1247,3/26/2013,Link Post,Retailer,mobile,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,74.51463403
1248,3/26/2013,Link Post,General,mobile,#Kohl's,"Click """"Like"""" to see what's new in our stores for Spring!!",52,80.29739175
1249,3/26/2013,Link Post,Retailer,mobile,#Banana Republic (clothing retailer),"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,72.63821953
1250,3/26/2013,Link Post,eCom,mobile,#Banana Republic (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",52,123.0948344
1251,3/26/2013,Link Post,High End,mobile,#Banana Republic (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",52,70.58650487
1252,3/26/2013,Link Post,High End,mobile,#Banana Republic (clothing retailer),"Click """"Like"""" to become a fan of Retail Store X!",27,77.98732909
1253,3/26/2013,Link Post,Retailer,mobile,#Banana Republic (clothing retailer),"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,39.75751335
1254,3/26/2013,Link Post,High End,mobile,#Banana Republic (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",27,100.9891727
1255,3/26/2013,Link Post,High End,desktopfeed,"#Amazon.com, #EBay","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,26.4187964
1256,3/26/2013,Link Post,eCom,desktopfeed,"#Amazon.com, #EBay","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,52.68699656
1257,3/26/2013,Link Post,Retailer,desktopfeed,"#Amazon.com, #EBay","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,78.98072491
1258,3/26/2013,Link Post,eCom,desktopfeed,#Kate Spade,Check out a sneak peak of what's new in our stores!,27,25.2517993
1259,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kate Spade,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,23.84469954
1260,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kate Spade,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,58.03054417
1261,3/26/2013,Link Post,Cosmetics,mobile,#Gap (clothing retailer),"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,66.60566032
1262,3/26/2013,Link Post,Cosmetics,desktopfeed,#Gap (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,56.02768996
1263,3/26/2013,Link Post,Cosmetics,desktopfeed,#Gap (clothing retailer),"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,99.51342675
1264,3/26/2013,Link Post,High End,desktopfeed,#Talbots,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,72.65236934
1265,3/26/2013,Link Post,General,desktopfeed,#Talbots,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,6.875
1266,3/26/2013,Link Post,Cosmetics,desktopfeed,#Kate Spade,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,10.72361971
1267,3/26/2013,Link Post,High End,desktopfeed,#Kate Spade,"Click """"Like"""" to see what's new in our stores for Spring!!",44.5,60.58936912
1268,3/26/2013,Link Post,Retailer,desktopfeed,#Kate Spade,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,69.68884291
1269,3/26/2013,Link Post,Department,mobile,#Sears,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,89.76903454
1270,3/26/2013,Link Post,Department,mobile,#Sears,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,92.97178544
1271,3/26/2013,Link Post,Department,desktopfeed,#Kate Spade,"Click """"Like"""" to see what's new in our stores for Spring!!",27,39.70660332
1272,3/26/2013,Link Post,Retailer,mobile,#Sears,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,112.8651633
1273,3/26/2013,Link Post,Department,desktopfeed,#Nordstrom,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,18.64167414
1274,3/26/2013,Link Post,Department,mobile,#Kmart,"Click """"Like"""" to see what's new in our stores for Spring!!",27,77.58067065
1275,3/26/2013,Link Post,Department,desktopfeed,#Kmart,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,93.40315109
1276,3/26/2013,Link Post,Retailer,mobile,#Kmart,Check out a sneak peak of what's new in our stores!,27,64.01433867
1277,3/26/2013,Link Post,Retailer,mobile,#Anthropologie,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,91.56318139
1278,3/26/2013,Link Post,General,desktopfeed,#Ann Taylor (clothing retailer),"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,28.32773817
1279,3/26/2013,Link Post,Retailer,desktopfeed,#Ann Taylor (clothing retailer),"Click """"Like"""" to see what's new in our stores for Spring!!",52,67.47687313
